Event_name,Drug_name,MedDRA_concept_id,MedDRA_concept_name,MedDRA_concept_class_id,ATC_concept_id,ATC_concept_name,ATC_concept_class_id,SNOMED_concept_id,SNOMED_concept_name,SNOMED_concept_class_id,RxNorm_concept_id,RxNorm_concept_name,RxNorm_concept_class_id,Classification,Grade,Control,Level_of_epidemiological_evidence,Population
aplastic anemia,montelukast,35104103,Bone marrow failure,PT,21603356,montelukast,ATC 5th,432881,Pancytopenia,Clinical Finding,1154161,montelukast,Ingredient,NC,NC2,N,V,NA
aplastic anemia,montelukast,35104103,Bone marrow failure,PT,21603356,montelukast,ATC 5th,137829,Aplastic anemia,Clinical Finding,1154161,montelukast,Ingredient,NC,NC2,N,V,NA
aplastic anemia,praziquantel,35104103,Bone marrow failure,PT,21604930,praziquantel,ATC 5th,134315,Myelophthisis,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
aplastic anemia,praziquantel,35104103,Bone marrow failure,PT,21604930,praziquantel,ATC 5th,432881,Pancytopenia,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
aplastic anemia,praziquantel,35104103,Bone marrow failure,PT,21604930,praziquantel,ATC 5th,137829,Aplastic anemia,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
aplastic anemia,quinine,42888939,Autoimmune aplastic anaemia,PT,21604897,quinine,ATC 5th,NA,NA,NA,1760616,Quinine,Ingredient,PC,PC1,P,II,A
aplastic anemia,cyproterone,42888939,Autoimmune aplastic anaemia,PT,21602615,cyproterone,ATC 5th,NA,NA,NA,19010792,Cyproterone,Ingredient,NC,NC2,N,V,NA
aplastic anemia,domperidone,42888939,Autoimmune aplastic anaemia,PT,21600486,domperidone,ATC 5th,NA,NA,NA,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
aplastic anemia,fluticasone,42888939,Autoimmune aplastic anaemia,PT,21603288,fluticasone,ATC 5th,NA,NA,NA,1149380,fluticasone,Ingredient,NC,NC2,N,V,NA
aplastic anemia,loperamide,42888939,Autoimmune aplastic anaemia,PT,21600646,loperamide,ATC 5th,NA,NA,NA,991876,Loperamide,Ingredient,NC,NC2,N,V,NA
aplastic anemia,montelukast,42888939,Autoimmune aplastic anaemia,PT,21603356,montelukast,ATC 5th,NA,NA,NA,1154161,montelukast,Ingredient,NC,NC2,N,V,NA
aplastic anemia,praziquantel,42888939,Autoimmune aplastic anaemia,PT,21604930,praziquantel,ATC 5th,NA,NA,NA,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
bullous eruption,clarithromycin,36009707,Erythema multiforme,PT,21602977,clarithromycin,ATC 5th,132702,Erythema multiforme,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,36009707,Erythema multiforme,PT,21602800,doxycycline,ATC 5th,132702,Erythema multiforme,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,36009707,Erythema multiforme,PT,21603967,ibuprofen,ATC 5th,132702,Erythema multiforme,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,36009707,Erythema multiforme,PT,21603103,isoniazid,ATC 5th,132702,Erythema multiforme,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,quinine,36009707,Erythema multiforme,PT,21604897,quinine,ATC 5th,132702,Erythema multiforme,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,domperidone,36009707,Erythema multiforme,PT,21600486,domperidone,ATC 5th,132702,Erythema multiforme,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,clarithromycin,35607134,Oculomucocutaneous syndrome,PT,21602977,clarithromycin,ATC 5th,4317263,Ocular-mucous membrane syndrome,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,35607134,Oculomucocutaneous syndrome,PT,21602800,doxycycline,ATC 5th,4317263,Ocular-mucous membrane syndrome,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,35607134,Oculomucocutaneous syndrome,PT,21603967,ibuprofen,ATC 5th,4317263,Ocular-mucous membrane syndrome,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,35607134,Oculomucocutaneous syndrome,PT,21603103,isoniazid,ATC 5th,4317263,Ocular-mucous membrane syndrome,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,quinine,35607134,Oculomucocutaneous syndrome,PT,21604897,quinine,ATC 5th,4317263,Ocular-mucous membrane syndrome,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,domperidone,35607134,Oculomucocutaneous syndrome,PT,21600486,domperidone,ATC 5th,4317263,Ocular-mucous membrane syndrome,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,clarithromycin,37320187,Rash papular,PT,21602977,clarithromycin,ATC 5th,141094,Lichen,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,clarithromycin,37320187,Rash papular,PT,21602977,clarithromycin,ATC 5th,4152341,Papular eruption,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,37320187,Rash papular,PT,21602800,doxycycline,ATC 5th,141094,Lichen,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,37320187,Rash papular,PT,21602800,doxycycline,ATC 5th,4152341,Papular eruption,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,37320187,Rash papular,PT,21603967,ibuprofen,ATC 5th,141094,Lichen,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,37320187,Rash papular,PT,21603967,ibuprofen,ATC 5th,4152341,Papular eruption,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,37320187,Rash papular,PT,21603103,isoniazid,ATC 5th,141094,Lichen,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,37320187,Rash papular,PT,21603103,isoniazid,ATC 5th,4152341,Papular eruption,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,quinine,37320187,Rash papular,PT,21604897,quinine,ATC 5th,141094,Lichen,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,quinine,37320187,Rash papular,PT,21604897,quinine,ATC 5th,4152341,Papular eruption,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,domperidone,37320187,Rash papular,PT,21600486,domperidone,ATC 5th,141094,Lichen,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,domperidone,37320187,Rash papular,PT,21600486,domperidone,ATC 5th,4152341,Papular eruption,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,clarithromycin,36009724,Stevens-Johnson syndrome,PT,21602977,clarithromycin,ATC 5th,141651,Stevens-Johnson syndrome,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,clarithromycin,36009724,Stevens-Johnson syndrome,PT,21602977,clarithromycin,ATC 5th,439414,Toxic epidermal necrolysis - erythema multiforme overlap syndrome,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,36009724,Stevens-Johnson syndrome,PT,21602800,doxycycline,ATC 5th,141651,Stevens-Johnson syndrome,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,36009724,Stevens-Johnson syndrome,PT,21602800,doxycycline,ATC 5th,439414,Toxic epidermal necrolysis - erythema multiforme overlap syndrome,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,36009724,Stevens-Johnson syndrome,PT,21603967,ibuprofen,ATC 5th,141651,Stevens-Johnson syndrome,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,36009724,Stevens-Johnson syndrome,PT,21603967,ibuprofen,ATC 5th,439414,Toxic epidermal necrolysis - erythema multiforme overlap syndrome,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,36009724,Stevens-Johnson syndrome,PT,21603103,isoniazid,ATC 5th,141651,Stevens-Johnson syndrome,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,36009724,Stevens-Johnson syndrome,PT,21603103,isoniazid,ATC 5th,439414,Toxic epidermal necrolysis - erythema multiforme overlap syndrome,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,quinine,36009724,Stevens-Johnson syndrome,PT,21604897,quinine,ATC 5th,141651,Stevens-Johnson syndrome,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,quinine,36009724,Stevens-Johnson syndrome,PT,21604897,quinine,ATC 5th,439414,Toxic epidermal necrolysis - erythema multiforme overlap syndrome,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,domperidone,36009724,Stevens-Johnson syndrome,PT,21600486,domperidone,ATC 5th,141651,Stevens-Johnson syndrome,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,domperidone,36009724,Stevens-Johnson syndrome,PT,21600486,domperidone,ATC 5th,439414,Toxic epidermal necrolysis - erythema multiforme overlap syndrome,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,clarithromycin,36009754,Toxic epidermal necrolysis,PT,21602977,clarithromycin,ATC 5th,443754,"Lyell's toxic epidermal necrolysis, subepidermal type",Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,36009754,Toxic epidermal necrolysis,PT,21602800,doxycycline,ATC 5th,443754,"Lyell's toxic epidermal necrolysis, subepidermal type",Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,36009754,Toxic epidermal necrolysis,PT,21603967,ibuprofen,ATC 5th,443754,"Lyell's toxic epidermal necrolysis, subepidermal type",Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,36009754,Toxic epidermal necrolysis,PT,21603103,isoniazid,ATC 5th,443754,"Lyell's toxic epidermal necrolysis, subepidermal type",Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,quinine,36009754,Toxic epidermal necrolysis,PT,21604897,quinine,ATC 5th,443754,"Lyell's toxic epidermal necrolysis, subepidermal type",Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,domperidone,36009754,Toxic epidermal necrolysis,PT,21600486,domperidone,ATC 5th,443754,"Lyell's toxic epidermal necrolysis, subepidermal type",Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,clarithromycin,36009755,Toxic skin eruption,PT,21602977,clarithromycin,ATC 5th,4316085,Toxicoderma,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,clarithromycin,36009755,Toxic skin eruption,PT,21602977,clarithromycin,ATC 5th,141370,Toxic erythema,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,36009755,Toxic skin eruption,PT,21602800,doxycycline,ATC 5th,4316085,Toxicoderma,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,doxycycline,36009755,Toxic skin eruption,PT,21602800,doxycycline,ATC 5th,141370,Toxic erythema,Clinical Finding,1738521,Doxycycline,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,36009755,Toxic skin eruption,PT,21603967,ibuprofen,ATC 5th,4316085,Toxicoderma,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,ibuprofen,36009755,Toxic skin eruption,PT,21603967,ibuprofen,ATC 5th,141370,Toxic erythema,Clinical Finding,1177480,Ibuprofen,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,36009755,Toxic skin eruption,PT,21603103,isoniazid,ATC 5th,4316085,Toxicoderma,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,isoniazid,36009755,Toxic skin eruption,PT,21603103,isoniazid,ATC 5th,141370,Toxic erythema,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,B
bullous eruption,quinine,36009755,Toxic skin eruption,PT,21604897,quinine,ATC 5th,4316085,Toxicoderma,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,quinine,36009755,Toxic skin eruption,PT,21604897,quinine,ATC 5th,141370,Toxic erythema,Clinical Finding,1760616,Quinine,Ingredient,PC,PC2,P,II,A
bullous eruption,domperidone,36009755,Toxic skin eruption,PT,21600486,domperidone,ATC 5th,4316085,Toxicoderma,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
bullous eruption,domperidone,36009755,Toxic skin eruption,PT,21600486,domperidone,ATC 5th,141370,Toxic erythema,Clinical Finding,19037833,Domperidone,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36919145,Acute psychosis,PT,21602977,clarithromycin,ATC 5th,NA,NA,NA,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36919145,Acute psychosis,PT,21603103,isoniazid,ATC 5th,NA,NA,NA,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36919145,Acute psychosis,PT,21602320,isotretinoin,ATC 5th,NA,NA,NA,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36919145,Acute psychosis,PT,21604757,methylphenidate,ATC 5th,NA,NA,NA,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36919145,Acute psychosis,PT,21603356,montelukast,ATC 5th,NA,NA,NA,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36919145,Acute psychosis,PT,21604930,praziquantel,ATC 5th,NA,NA,NA,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36919053,Affective disorder,PT,21602977,clarithromycin,ATC 5th,4021782,Mood finding,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,clarithromycin,36919053,Affective disorder,PT,21602977,clarithromycin,ATC 5th,444100,Mood disorder,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,clarithromycin,36919053,Affective disorder,PT,21602977,clarithromycin,ATC 5th,436665,Bipolar disorder,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36919053,Affective disorder,PT,21603103,isoniazid,ATC 5th,4021782,Mood finding,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36919053,Affective disorder,PT,21603103,isoniazid,ATC 5th,444100,Mood disorder,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36919053,Affective disorder,PT,21603103,isoniazid,ATC 5th,436665,Bipolar disorder,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36919053,Affective disorder,PT,21602320,isotretinoin,ATC 5th,4021782,Mood finding,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,isotretinoin,36919053,Affective disorder,PT,21602320,isotretinoin,ATC 5th,444100,Mood disorder,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,isotretinoin,36919053,Affective disorder,PT,21602320,isotretinoin,ATC 5th,436665,Bipolar disorder,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36919053,Affective disorder,PT,21604757,methylphenidate,ATC 5th,4021782,Mood finding,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,methylphenidate,36919053,Affective disorder,PT,21604757,methylphenidate,ATC 5th,444100,Mood disorder,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,methylphenidate,36919053,Affective disorder,PT,21604757,methylphenidate,ATC 5th,436665,Bipolar disorder,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36919053,Affective disorder,PT,21603356,montelukast,ATC 5th,4021782,Mood finding,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,montelukast,36919053,Affective disorder,PT,21603356,montelukast,ATC 5th,444100,Mood disorder,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,montelukast,36919053,Affective disorder,PT,21603356,montelukast,ATC 5th,436665,Bipolar disorder,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36919053,Affective disorder,PT,21604930,praziquantel,ATC 5th,4021782,Mood finding,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,praziquantel,36919053,Affective disorder,PT,21604930,praziquantel,ATC 5th,444100,Mood disorder,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,praziquantel,36919053,Affective disorder,PT,21604930,praziquantel,ATC 5th,436665,Bipolar disorder,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36918968,Delusion,PT,21602977,clarithromycin,ATC 5th,432590,Delusional disorder,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,clarithromycin,36918968,Delusion,PT,21602977,clarithromycin,ATC 5th,4101143,Drug-induced paranoid state,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,clarithromycin,36918968,Delusion,PT,21602977,clarithromycin,ATC 5th,444401,Delusions,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,clarithromycin,36918968,Delusion,PT,21602977,clarithromycin,ATC 5th,375229,Organic delusional disorder,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918968,Delusion,PT,21603103,isoniazid,ATC 5th,432590,Delusional disorder,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918968,Delusion,PT,21603103,isoniazid,ATC 5th,4101143,Drug-induced paranoid state,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918968,Delusion,PT,21603103,isoniazid,ATC 5th,444401,Delusions,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918968,Delusion,PT,21603103,isoniazid,ATC 5th,375229,Organic delusional disorder,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36918968,Delusion,PT,21602320,isotretinoin,ATC 5th,432590,Delusional disorder,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,isotretinoin,36918968,Delusion,PT,21602320,isotretinoin,ATC 5th,4101143,Drug-induced paranoid state,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,isotretinoin,36918968,Delusion,PT,21602320,isotretinoin,ATC 5th,444401,Delusions,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,isotretinoin,36918968,Delusion,PT,21602320,isotretinoin,ATC 5th,375229,Organic delusional disorder,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36918968,Delusion,PT,21604757,methylphenidate,ATC 5th,432590,Delusional disorder,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,methylphenidate,36918968,Delusion,PT,21604757,methylphenidate,ATC 5th,4101143,Drug-induced paranoid state,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,methylphenidate,36918968,Delusion,PT,21604757,methylphenidate,ATC 5th,444401,Delusions,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,methylphenidate,36918968,Delusion,PT,21604757,methylphenidate,ATC 5th,375229,Organic delusional disorder,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36918968,Delusion,PT,21603356,montelukast,ATC 5th,432590,Delusional disorder,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,montelukast,36918968,Delusion,PT,21603356,montelukast,ATC 5th,4101143,Drug-induced paranoid state,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,montelukast,36918968,Delusion,PT,21603356,montelukast,ATC 5th,444401,Delusions,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,montelukast,36918968,Delusion,PT,21603356,montelukast,ATC 5th,375229,Organic delusional disorder,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36918968,Delusion,PT,21604930,praziquantel,ATC 5th,432590,Delusional disorder,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,praziquantel,36918968,Delusion,PT,21604930,praziquantel,ATC 5th,4101143,Drug-induced paranoid state,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,praziquantel,36918968,Delusion,PT,21604930,praziquantel,ATC 5th,444401,Delusions,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,praziquantel,36918968,Delusion,PT,21604930,praziquantel,ATC 5th,375229,Organic delusional disorder,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36918969,Delusion of grandeur,PT,21602977,clarithromycin,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918969,Delusion of grandeur,PT,21603103,isoniazid,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36918969,Delusion of grandeur,PT,21602320,isotretinoin,ATC 5th,4084540,Grandiose delusions,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36918969,Delusion of grandeur,PT,21604757,methylphenidate,ATC 5th,4084540,Grandiose delusions,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36918969,Delusion of grandeur,PT,21603356,montelukast,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36918969,Delusion of grandeur,PT,21604930,praziquantel,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36918970,Delusion of reference,PT,21602977,clarithromycin,ATC 5th,NA,NA,NA,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918970,Delusion of reference,PT,21603103,isoniazid,ATC 5th,NA,NA,NA,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36918970,Delusion of reference,PT,21602320,isotretinoin,ATC 5th,NA,NA,NA,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36918970,Delusion of reference,PT,21604757,methylphenidate,ATC 5th,NA,NA,NA,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36918970,Delusion of reference,PT,21603356,montelukast,ATC 5th,NA,NA,NA,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36918970,Delusion of reference,PT,21604930,praziquantel,ATC 5th,NA,NA,NA,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36918971,Delusion of replacement,PT,21602977,clarithromycin,ATC 5th,NA,NA,NA,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918971,Delusion of replacement,PT,21603103,isoniazid,ATC 5th,NA,NA,NA,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36918971,Delusion of replacement,PT,21602320,isotretinoin,ATC 5th,NA,NA,NA,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36918971,Delusion of replacement,PT,21604757,methylphenidate,ATC 5th,NA,NA,NA,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36918971,Delusion of replacement,PT,21603356,montelukast,ATC 5th,NA,NA,NA,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36918971,Delusion of replacement,PT,21604930,praziquantel,ATC 5th,NA,NA,NA,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36918974,Erotomanic delusion,PT,21602977,clarithromycin,ATC 5th,4084899,Delusion of being loved,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918974,Erotomanic delusion,PT,21603103,isoniazid,ATC 5th,4084899,Delusion of being loved,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36918974,Erotomanic delusion,PT,21602320,isotretinoin,ATC 5th,4084899,Delusion of being loved,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36918974,Erotomanic delusion,PT,21604757,methylphenidate,ATC 5th,4084899,Delusion of being loved,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36918974,Erotomanic delusion,PT,21603356,montelukast,ATC 5th,4084899,Delusion of being loved,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36918974,Erotomanic delusion,PT,21604930,praziquantel,ATC 5th,4084899,Delusion of being loved,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36919067,Grandiosity,PT,21602977,clarithromycin,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36919067,Grandiosity,PT,21603103,isoniazid,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
psychosis,isotretinoin,36919067,Grandiosity,PT,21602320,isotretinoin,ATC 5th,4084540,Grandiose delusions,Clinical Finding,984232,Isotretinoin,Ingredient,PC,PC1,P,II,B
psychosis,methylphenidate,36919067,Grandiosity,PT,21604757,methylphenidate,ATC 5th,4084540,Grandiose delusions,Clinical Finding,705944,Methylphenidate,Ingredient,PC,PC1,P,I,C
psychosis,montelukast,36919067,Grandiosity,PT,21603356,montelukast,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1154161,montelukast,Ingredient,PC,PC2,P,II,C
psychosis,praziquantel,36919067,Grandiosity,PT,21604930,praziquantel,ATC 5th,4084540,Grandiose delusions,Clinical Finding,1750461,Praziquantel,Ingredient,NC,NC2,N,V,NA
psychosis,clarithromycin,36918975,Jealous delusion,PT,21602977,clarithromycin,ATC 5th,NA,NA,NA,1750500,Clarithromycin,Ingredient,PC,PC2,P,II,A
psychosis,isoniazid,36918975,Jealous delusion,PT,21603103,isoniazid,ATC 5th,NA,NA,NA,1782521,isoniazid,Ingredient,PC,PC2,P,II,A
